Time:14:20:58:169  [-999999] Print Robot Cfg:
Time:16:24:31:667  [167] Move.Joint RopeEncLoc
Time:16:24:32:466  [167] 1
Time:16:24:42:704  [168] 0 -41.213,-18.155,43.912,-88.248,62.626,14.667,-78.621,0.000,0.000
Time:16:24:42:774  [169] 0
Time:16:24:42:791  [170] 0
Time:16:24:46:168  [170] 1
Time:16:24:49:80  [168] Robot.WhereAngle 1
Time:16:24:49:82  [169] RopeEncLoc=-39.025,-20.163,42.888,-87.450,56.110,13.269,-74.020
Time:16:24:49:83  [170] Move.Joint RopeEncLoc
Time:16:24:56:425  [171] 0 -39.024,-20.161,42.888,-87.450,56.111,13.267,-74.019,0.000,0.000
Time:16:24:56:492  [172] 0
Time:16:24:56:511  [173] 0
Time:16:24:59:651  [173] 1
Time:16:25:2:896  [171] Robot.WhereAngle 1
Time:16:25:2:898  [172] RopeEncLoc=-36.737,-21.183,41.962,-88.504,52.365,18.510,-70.269
Time:16:25:2:899  [173] Move.Joint RopeEncLoc
Time:16:25:9:884  [174] 0 -36.737,-21.182,41.961,-88.504,52.365,18.507,-70.269,0.000,0.000
Time:16:25:9:980  [175] 0
Time:16:25:10:3  [176] 0
Time:16:25:12:820  [176] 1
Time:16:25:16:202  [174] Robot.WhereAngle 1
Time:16:25:16:203  [175] RopeEncLoc=-35.379,-23.318,39.114,-87.106,52.381,19.196,-66.482
Time:16:25:16:204  [176] Move.Joint RopeEncLoc
Time:16:25:23:52  [177] 0 -35.379,-23.316,39.113,-87.106,52.381,19.194,-66.481,0.000,0.000
Time:16:25:23:135  [178] 0
Time:16:25:23:158  [179] 0
Time:16:25:26:8  [179] 1
Time:16:25:29:503  [177] Robot.WhereAngle 1
Time:16:25:29:505  [178] RopeEncLoc=-31.454,-25.563,37.824,-87.245,50.820,21.116,-63.226
Time:16:25:29:507  [179] Move.Joint RopeEncLoc
Time:16:25:36:251  [180] 0 -31.454,-25.562,37.823,-87.244,50.820,21.116,-63.225,0.000,0.000
Time:16:25:36:334  [181] 0
Time:16:25:36:358  [182] 0
Time:16:25:39:163  [182] 1
Time:16:25:42:267  [180] Robot.WhereAngle 1
Time:16:25:42:780  [181] RopeEncLoc=-28.427,-26.087,35.923,-86.295,47.580,22.102,-59.486
Time:16:25:42:781  [182] Move.Joint RopeEncLoc
Time:16:25:49:406  [183] 0 -28.426,-26.084,35.923,-86.296,47.579,22.100,-59.485,0.000,0.000
Time:16:25:49:480  [184] 0
Time:16:25:49:503  [185] 0
Time:16:25:52:823  [185] 1
Time:16:25:55:559  [183] Robot.WhereAngle 1
Time:16:25:55:560  [184] RopeEncLoc=-25.562,-30.061,35.637,-85.579,45.761,25.288,-53.310
Time:16:25:55:560  [185] Move.Joint RopeEncLoc
Time:16:26:3:65  [186] 0 -25.561,-30.059,35.636,-85.579,45.761,25.286,-53.309,0.000,0.000
Time:16:26:3:136  [187] 0
Time:16:26:3:151  [188] 0
Time:16:26:6:270  [188] 1
Time:16:26:9:349  [186] Robot.WhereAngle 1
Time:16:26:9:350  [187] RopeEncLoc=-21.290,-34.722,33.956,-82.307,42.383,28.099,-48.241
Time:16:26:9:351  [188] Move.Joint RopeEncLoc
Time:16:26:16:512  [189] 0 -21.289,-34.721,33.956,-82.307,42.383,28.098,-48.241,0.000,0.000
Time:16:26:16:580  [190] 0
Time:16:26:16:598  [191] 0
Time:16:26:20:576  [191] 1
Time:16:26:22:668  [189] Robot.WhereAngle 1
Time:16:26:22:669  [190] RopeEncLoc=-15.528,-39.214,23.305,-80.627,38.623,32.200,-40.449
Time:16:26:22:670  [191] Move.Joint RopeEncLoc
Time:16:26:30:809  [192] 0 -15.527,-39.213,23.305,-80.626,38.622,32.196,-40.449,0.000,0.000
Time:16:26:30:885  [193] 0
Time:16:26:30:906  [194] 0
Time:16:26:35:835  [194] 1
Time:16:26:36:986  [192] Robot.WhereAngle 1
Time:16:26:36:986  [193] RopeEncLoc=-1.068,-42.484,15.618,-84.293,33.404,38.414,-20.363
Time:16:26:36:987  [194] Move.Joint RopeEncLoc
Time:16:26:46:69  [195] 0 -1.067,-42.482,15.617,-84.293,33.405,38.412,-20.362,0.000,0.000
Time:16:26:46:143  [196] 0
Time:16:26:46:166  [197] 0
Time:16:26:52:325  [195] Robot.WhereAngle 1
Time:16:26:52:326  [196] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-80.000
Time:16:26:52:327  [197] Move.Joint RopeEncLoc
Time:16:26:53:243  [197] 1
Time:16:27:3:485  [198] 0 0.000,0.000,0.000,-90.000,0.001,0.001,-80.000,0.000,0.000
Time:16:27:3:554  [199] 0
Time:16:27:3:571  [200] 0
Time:16:27:8:489  [200] 1
Time:16:27:9:730  [198] Robot.WhereAngle 1
Time:16:27:9:730  [199] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-60.000
Time:16:27:9:731  [200] Move.Joint RopeEncLoc
Time:16:27:18:724  [201] 0 0.000,0.000,0.000,-90.001,0.000,-0.001,-59.999,0.000,0.000
Time:16:27:18:801  [202] 0
Time:16:27:18:822  [203] 0
Time:16:27:23:739  [203] 1
Time:16:27:25:43  [201] Robot.WhereAngle 1
Time:16:27:25:43  [202] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-40.000
Time:16:27:25:44  [203] Move.Joint RopeEncLoc
Time:16:27:33:972  [204] 0 0.000,0.001,0.000,-90.000,0.000,-0.001,-39.999,0.000,0.000
Time:16:27:34:43  [205] 0
Time:16:27:34:68  [206] 0
Time:16:27:38:986  [206] 1
Time:16:27:40:398  [204] Robot.WhereAngle 1
Time:16:27:40:398  [205] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,-20.000
Time:16:27:40:399  [206] Move.Joint RopeEncLoc
Time:16:27:49:230  [207] 0 0.001,0.000,0.000,-90.000,0.001,0.001,-19.999,0.000,0.000
Time:16:27:49:305  [208] 0
Time:16:27:49:327  [209] 0
Time:16:27:54:245  [209] 1
Time:16:27:55:715  [207] Robot.WhereAngle 1
Time:16:27:55:716  [208] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,0.000
Time:16:27:55:718  [209] Move.Joint RopeEncLoc
Time:16:28:4:479  [210] 0 0.000,0.000,0.000,-90.001,0.000,-0.001,0.000,0.000,0.000
Time:16:28:4:554  [211] 0
Time:16:28:4:576  [212] 0
Time:16:28:9:492  [212] 1
Time:16:28:10:543  [210] Robot.WhereAngle 1
Time:16:28:10:544  [211] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,20.000
Time:16:28:11:55  [212] Move.Joint RopeEncLoc
Time:16:28:19:738  [213] 0 0.000,0.000,0.000,-90.001,0.000,0.001,20.001,0.000,0.000
Time:16:28:19:808  [214] 0
Time:16:28:19:834  [215] 0
Time:16:28:24:750  [215] 1
Time:16:28:25:919  [213] Robot.WhereAngle 1
Time:16:28:25:920  [214] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,40.000
Time:16:28:25:921  [215] Move.Joint RopeEncLoc
Time:16:28:34:997  [216] 0 0.000,0.001,0.000,-90.000,0.000,0.000,39.999,0.000,0.000
Time:16:28:35:75  [217] 0
Time:16:28:35:94  [218] 0
Time:16:28:40:22  [218] 1
Time:16:28:41:275  [216] Robot.WhereAngle 1
Time:16:28:41:276  [217] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,60.000
Time:16:28:41:277  [218] Move.Joint RopeEncLoc
Time:16:28:50:469  [219] 0 0.000,0.001,0.000,-90.000,0.000,-0.001,59.999,0.000,0.000
Time:16:28:50:536  [220] 0
Time:16:28:50:555  [221] 0
Time:16:28:55:473  [221] 1
Time:16:28:56:641  [219] Robot.WhereAngle 1
Time:16:28:56:642  [220] RopeEncLoc=0.000,0.000,0.000,-90.000,0.000,0.000,80.000
Time:16:28:56:642  [221] Move.Joint RopeEncLoc
Time:16:29:5:729  [222] 0 0.000,0.000,0.000,-90.000,0.001,-0.003,79.998,0.000,0.000
Time:16:29:5:814  [223] 0
Time:16:29:5:838  [224] 0
Time:16:29:11:989  [222] Robot.WhereAngle 1
Time:16:29:11:989  [223] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:16:29:11:989  [224] Move.Joint RopeEncLoc
Time:16:29:17:319  [224] 1
Time:16:29:27:551  [225] 0 -25.536,-6.754,-8.784,-62.254,75.530,-44.210,-60.677,0.000,0.000
Time:16:29:27:642  [226] 0
Time:16:29:27:659  [227] 0
Time:16:29:32:655  [227] 1
Time:16:29:34:13  [225] Robot.WhereAngle 1
Time:16:29:34:13  [226] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:16:29:34:14  [227] Move.Joint RopeEncLoc
Time:16:29:42:889  [228] 0 -29.537,-21.915,12.305,-62.253,75.531,-33.401,-71.855,0.000,0.000
Time:16:29:42:966  [229] 0
Time:16:29:42:986  [230] 0
Time:16:29:48:498  [230] 1
Time:16:29:49:343  [228] Robot.WhereAngle 1
Time:16:29:49:343  [229] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:16:29:49:344  [230] Move.Joint RopeEncLoc
Time:16:29:58:731  [231] 0 -20.080,-6.158,10.847,-80.451,87.914,-5.178,-83.254,0.000,0.000
Time:16:29:58:811  [232] 0
Time:16:29:58:828  [233] 0
Time:16:30:4:965  [233] 1
Time:16:30:5:194  [231] Robot.WhereAngle 1
Time:16:30:5:195  [232] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:16:30:5:196  [233] Move.Joint RopeEncLoc
Time:16:30:15:185  [234] 0 -25.538,-6.752,-8.784,-62.254,75.531,-44.210,-60.676,0.000,0.000
Time:16:30:15:275  [235] 0
Time:16:30:15:294  [236] 0
Time:16:30:20:290  [236] 1
Time:16:30:21:576  [234] Robot.WhereAngle 1
Time:16:30:21:577  [235] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:16:30:21:578  [236] Move.Joint RopeEncLoc
Time:16:30:30:523  [237] 0 -29.539,-21.915,12.303,-62.253,75.530,-33.404,-71.853,0.000,0.000
Time:16:30:30:601  [238] 0
Time:16:30:30:621  [239] 0
Time:16:30:36:132  [239] 1
Time:16:30:36:924  [237] Robot.WhereAngle 1
Time:16:30:36:925  [238] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:16:30:36:926  [239] Move.Joint RopeEncLoc
Time:16:30:46:353  [240] 0 -20.080,-6.158,10.848,-80.450,87.914,-5.178,-83.252,0.000,0.000
Time:16:30:46:426  [241] 0
Time:16:30:46:451  [242] 0
Time:16:30:52:598  [242] 1
Time:16:30:52:803  [240] Robot.WhereAngle 1
Time:16:30:52:805  [241] RopeEncLoc=-25.538,-6.754,-8.784,-62.253,75.531,-44.210,-60.677
Time:16:30:52:805  [242] Move.Joint RopeEncLoc
Time:16:31:2:854  [243] 0 -25.538,-6.752,-8.782,-62.254,75.530,-44.210,-60.677,0.000,0.000
Time:16:31:2:922  [244] 0
Time:16:31:2:939  [245] 0
Time:16:31:7:946  [245] 1
Time:16:31:9:168  [243] Robot.WhereAngle 1
Time:16:31:9:169  [244] RopeEncLoc=-29.539,-21.916,12.305,-62.253,75.531,-33.403,-71.855
Time:16:31:9:170  [245] Move.Joint RopeEncLoc
Time:16:31:18:180  [246] 0 -29.538,-21.915,12.305,-62.254,75.531,-33.401,-71.855,0.000,0.000
Time:16:31:18:270  [247] 0
Time:16:31:18:289  [248] 0
Time:16:31:23:800  [248] 1
Time:16:31:24:547  [246] Robot.WhereAngle 1
Time:16:31:24:548  [247] RopeEncLoc=-20.081,-6.159,10.848,-80.451,87.914,-5.179,-83.254
Time:16:31:24:549  [248] Move.Joint RopeEncLoc
Time:16:31:34:33  [249] 0 -20.080,-6.158,10.847,-80.450,87.913,-5.178,-83.253,0.000,0.000
Time:16:31:34:122  [250] 0
Time:16:31:34:140  [251] 0
Time:16:31:40:428  [249] Robot.WhereAngle 1
Time:16:31:40:428  [250] RopeEncLoc=0.000,-30.000,0.000,-90.000,0.000,0.000,0.000
Time:16:31:40:429  [251] Move.Joint RopeEncLoc
Time:16:31:42:681  [251] 1
Time:16:31:52:900  [252] 0 0.000,-29.998,0.000,-90.000,0.000,-0.001,0.000,0.000,0.000
Time:16:31:52:980  [253] 0
Time:16:31:52:997  [254] 0
Time:16:31:56:898  [254] 1
Time:16:31:59:334  [252] Robot.WhereAngle 1
Time:16:31:59:335  [253] RopeEncLoc=0.000,-20.000,0.000,-90.000,0.000,0.000,0.000
Time:16:31:59:336  [254] Move.Joint RopeEncLoc
Time:16:32:7:130  [255] 0 0.000,-19.998,0.000,-90.000,0.000,0.003,0.000,0.000,0.000
Time:16:32:7:201  [256] 0
Time:16:32:7:227  [257] 0
Time:16:32:11:126  [257] 1
Time:16:32:13:168  [255] Robot.WhereAngle 1
Time:16:32:13:680  [256] RopeEncLoc=0.000,-10.000,0.000,-90.000,0.000,0.000,0.000
Time:16:32:13:681  [257] Move.Joint RopeEncLoc
Time:16:32:21:370  [258] 0 0.000,-9.998,0.000,-90.001,0.001,0.000,0.000,0.000,0.000
Time:16:32:21:440  [259] 0
Time:16:32:21:456  [260] 0
Time:16:32:26:374  [260] 1
Time:16:32:27:506  [258] Robot.WhereAngle 1
Time:16:32:27:508  [259] RopeEncLoc=0.000,10.000,0.000,-90.000,0.000,0.000,0.000
Time:16:32:27:509  [260] Move.Joint RopeEncLoc
Time:16:32:36:617  [261] 0 0.000,10.000,0.000,-90.000,0.000,-0.001,-0.001,0.000,0.000
Time:16:32:36:686  [262] 0
Time:16:32:36:704  [263] 0
Time:16:32:40:604  [263] 1
Time:16:32:42:853  [261] Robot.WhereAngle 1
Time:16:32:42:854  [262] RopeEncLoc=0.000,20.000,0.000,-90.000,0.000,0.000,0.000
Time:16:32:42:854  [263] Move.Joint RopeEncLoc
Time:16:32:50:848  [264] 0 0.000,20.001,0.000,-90.000,0.000,0.000,0.000,0.000,0.000
Time:16:32:50:917  [265] 0
Time:16:32:50:934  [266] 0
Time:16:32:56:557  [266] 1
Time:16:32:57:174  [264] Robot.WhereAngle 1
Time:16:32:57:175  [265] RopeEncLoc=0.000,0.000,-30.000,-90.000,0.000,0.000,0.000
Time:16:32:57:175  [266] Move.Joint RopeEncLoc
Time:16:33:6:811  [267] 0 0.000,0.000,-30.000,-90.001,0.000,0.000,0.000,0.000,0.000
Time:16:33:6:898  [268] 0
Time:16:33:6:919  [269] 0
Time:16:33:10:819  [269] 1
Time:16:33:13:43  [267] Robot.WhereAngle 1
Time:16:33:13:44  [268] RopeEncLoc=0.000,0.000,-20.000,-90.000,0.000,0.000,0.000
Time:16:33:13:44  [269] Move.Joint RopeEncLoc
Time:16:33:21:61  [270] 0 0.000,0.000,-19.999,-90.000,0.000,-0.001,0.000,0.000,0.000
Time:16:33:21:134  [271] 0
Time:16:33:21:148  [272] 0
Time:16:33:25:48  [272] 1
Time:16:33:27:366  [270] Robot.WhereAngle 1
Time:16:33:27:367  [271] RopeEncLoc=0.000,0.000,-10.000,-90.000,0.000,0.000,0.000
Time:16:33:27:368  [272] Move.Joint RopeEncLoc
Time:16:33:35:268  [273] 0 0.000,0.000,-10.000,-90.000,0.000,-0.001,0.000,0.000,0.000
Time:16:33:35:347  [274] 0
Time:16:33:35:366  [275] 0
Time:16:33:40:282  [275] 1
Time:16:33:41:684  [273] Robot.WhereAngle 1
Time:16:33:41:685  [274] RopeEncLoc=0.000,0.000,10.000,-90.000,0.000,0.000,0.000
Time:16:33:41:686  [275] Move.Joint RopeEncLoc
Time:16:33:50:527  [276] 0 0.000,0.000,9.999,-90.000,0.000,0.001,0.000,0.000,0.000
Time:16:33:50:613  [277] 0
Time:16:33:50:636  [278] 0
Time:16:33:54:537  [278] 1
Time:16:33:56:532  [276] Robot.WhereAngle 1
Time:16:33:57:44  [277] RopeEncLoc=0.000,0.000,20.000,-90.000,0.000,0.000,0.000
Time:16:33:57:45  [278] Move.Joint RopeEncLoc
Time:16:34:4:781  [279] 0 0.000,0.000,19.999,-90.000,0.000,-0.001,0.000,0.000,0.000
Time:16:34:4:855  [280] 0
Time:16:34:4:877  [281] 0
Time:16:34:8:778  [281] 1
Time:16:34:10:874  [279] Robot.WhereAngle 1
Time:16:34:10:875  [280] RopeEncLoc=0.000,0.000,30.000,-90.000,0.000,0.000,0.000
Time:16:34:10:876  [281] Move.Joint RopeEncLoc
Time:16:34:19:22  [282] 0 0.000,0.000,27.591,-90.000,0.000,-0.001,0.000,0.000,0.000
Time:16:34:19:95  [283] 0
Time:16:34:19:119  [284] 0
Time:16:34:24:742  [284] 1
Time:16:34:25:229  [282] Robot.WhereAngle 1
Time:16:34:25:230  [283] RopeEncLoc=0.000,0.000,0.000,-108.000,0.000,0.000,0.000
Time:16:34:25:231  [284] Move.Joint RopeEncLoc
Time:16:34:34:986  [285] 0 0.000,0.000,0.000,-108.000,0.000,0.000,0.000,0.000,0.000
Time:16:34:35:56  [286] 0
Time:16:34:35:72  [287] 0
Time:16:34:38:693  [287] 1
Time:16:34:41:80  [285] Robot.WhereAngle 1
Time:16:34:41:81  [286] RopeEncLoc=0.000,0.000,0.000,-100.000,0.000,0.000,0.000
Time:16:34:41:82  [287] Move.Joint RopeEncLoc
Time:16:34:48:914  [288] 0 0.000,0.000,0.000,-100.000,0.000,0.001,0.000,0.000,0.000
Time:16:34:48:991  [289] 0
Time:16:34:49:10  [290] 0
Time:16:34:53:928  [290] 1
Time:16:34:55:402  [288] Robot.WhereAngle 1
Time:16:34:55:404  [289] RopeEncLoc=0.000,0.000,0.000,-80.000,0.000,0.000,0.000
Time:16:34:55:405  [290] Move.Joint RopeEncLoc
Time:16:35:4:173  [291] 0 0.000,0.000,0.000,-80.000,0.000,-0.001,0.000,0.000,0.000
Time:16:35:4:240  [292] 0
Time:16:35:4:259  [293] 0
Time:16:35:8:160  [293] 1
Time:16:35:10:270  [291] Robot.WhereAngle 1
Time:16:35:10:270  [292] RopeEncLoc=0.000,0.000,0.000,-70.000,0.000,0.000,0.000
Time:16:35:10:271  [293] Move.Joint RopeEncLoc
Time:16:35:18:414  [294] 0 0.000,0.000,0.000,-69.999,0.000,-0.001,0.000,0.000,0.000
Time:16:35:18:482  [295] 0
Time:16:35:18:500  [296] 0
Time:16:35:22:401  [296] 1
Time:16:35:24:589  [294] Robot.WhereAngle 1
Time:16:35:24:590  [295] RopeEncLoc=0.000,0.000,0.000,-60.000,0.000,0.000,0.000
Time:16:35:24:591  [296] Move.Joint RopeEncLoc
Time:16:35:32:655  [297] 0 0.000,0.000,0.000,-60.000,0.000,0.000,0.000,0.000,0.000
Time:16:35:32:728  [298] 0
Time:16:35:32:751  [299] 0
Time:16:35:38:914  [297] Robot.WhereAngle 1
Time:16:35:38:915  [298] RopeEncLoc=0.000,0.000,0.000,-90.000,-45.000,0.000,0.000
Time:16:35:38:916  [299] Move.Joint RopeEncLoc
Time:16:35:39:191  [299] 1
Time:16:35:49:423  [300] 0 0.000,0.000,0.000,-90.001,-44.999,0.001,0.000,0.000,0.000
Time:16:35:49:496  [301] 0
Time:16:35:49:521  [302] 0
Time:16:35:53:991  [302] 1
Time:16:35:55:766  [300] Robot.WhereAngle 1
Time:16:35:55:767  [301] RopeEncLoc=0.000,0.000,0.000,-90.000,-30.000,0.000,0.000
Time:16:35:55:768  [302] Move.Joint RopeEncLoc
Time:16:36:4:235  [303] 0 0.000,0.000,0.000,-90.000,-29.998,-0.001,0.000,0.000,0.000
Time:16:36:4:308  [304] 0
Time:16:36:4:331  [305] 0
Time:16:36:8:791  [305] 1
Time:16:36:10:580  [303] Robot.WhereAngle 1
Time:16:36:10:581  [304] RopeEncLoc=0.000,0.000,0.000,-90.000,-15.000,0.000,0.000
Time:16:36:10:582  [305] Move.Joint RopeEncLoc
Time:16:36:19:13  [306] 0 0.000,0.000,0.000,-90.000,-14.999,0.000,0.000,0.000,0.000
Time:16:36:19:91  [307] 0
Time:16:36:19:109  [308] 0
Time:16:36:24:733  [308] 1
Time:16:36:25:410  [306] Robot.WhereAngle 1
Time:16:36:25:412  [307] RopeEncLoc=0.000,0.000,0.000,-90.000,15.000,0.000,0.000
Time:16:36:25:413  [308] Move.Joint RopeEncLoc
Time:16:36:34:954  [309] 0 0.000,0.000,0.000,-90.000,15.000,-0.001,0.000,0.000,0.000
Time:16:36:35:26  [310] 0
Time:16:36:35:41  [311] 0
Time:16:36:39:511  [311] 1
Time:16:36:41:251  [309] Robot.WhereAngle 1
Time:16:36:41:252  [310] RopeEncLoc=0.000,0.000,0.000,-90.000,30.000,0.000,0.000
Time:16:36:41:253  [311] Move.Joint RopeEncLoc
Time:16:36:49:754  [312] 0 0.000,0.000,0.000,-90.000,30.000,-0.001,0.000,0.000,0.000
Time:16:36:49:825  [313] 0
Time:16:36:49:840  [314] 0
Time:16:36:54:298  [314] 1
Time:16:36:56:76  [312] Robot.WhereAngle 1
Time:16:36:56:77  [313] RopeEncLoc=0.000,0.000,0.000,-90.000,45.000,0.000,0.000
Time:16:36:56:78  [314] Move.Joint RopeEncLoc
Time:16:37:4:552  [315] 0 0.000,0.000,0.000,-90.001,45.001,-0.001,0.000,0.000,0.000
Time:16:37:10:917  [315] Robot.WhereAngle 1
Time:16:57:18:703  [0] V3 build=HE3-V3-V1-ANALYTIC-20260821-R6.1 status=-5 iteration=0 active=0 rank=0 condition=0 MAE(mm)=0.000000 -> 0.000000 MAX(mm)=0.000000 -> 0.000000

